"Date","Operator","AC_Type","Location","Fatalities","Registration"
"Sep 30, 2016","Llanera de Aviación","Cessna 208B Grand Caravan","San Antonio de Prado, Antioquia",4,"HK-3804"
"Sep 30, 2016","","De Havilland DHC-2 Beaver","Lopez Island, Washington",0,"N6781L"
"Sep 25, 2016","","Learjet 31","Jakarta-Perdanakusuma, City District of Jakarta",0,"PK-JKI"
"Sep 24, 2016","","Bae Jetstream 41","Siddharthanagar, Lumbini",0,"9N-AIB"
"Sep 13, 2016","","Boeing 737-300","Wamena, Special Region of Papua",0,"PK-YSY"
"Sep 10, 2016","","Beechcraft 200 Super King Air","Orlando-Apopka, Florida",0,"N369CD"
"Aug 31, 2016","","Cessna 208B Grand Caravan","Russian Mission, Alaska",3,"N752RV"
"Aug 16, 2016","","Cessna 550 Citation II","Charallave, Miranda",2,"YV3051"
"Aug 14, 2016","Oxford University Aircraft Charters","Piper PA-31-310 Navajo","Tuscaloosa, Alabama",6,"N447SA"
"Aug 5, 2016","","Boeing 737-400","Bergamo, Lombardy",0,"HA-FAX"
"Aug 3, 2016","","Boeing 777-300","Dubai, Dubai",0,"A6-EMW"
"Aug 2, 2016","Cessna 414 LLC","Cessna 414 Chancellor","Destin-Executive, Florida",1,"N2735A"
"Aug 1, 2016","","Piper PA-31-350 Navajo Chieftain","Canaima, Bolívar",2,"YV607T"
"Aug 1, 2016","","Piper PA-31-350 Navajo Chieftain","Bangkok, Bangkok City District",1,"HS-FGB"
"Jul 31, 2016","Lemaks","PZL-Mielec AN-2","Krapivinsky, Kemerovo oblast",3,"RA-54790"
"Jul 31, 2016","","Embraer EMB-820 Navajo","Londrina, Paraná",8,"PT-EFQ"
"Jul 29, 2016","","Piper PA-31 Cheyenne","McKinleyville, California",4,"N661TC"
"Jul 26, 2016","","Embraer EMB-505 Phenom 300","Houston-Sugar Land, Texas",0,"N362FX"
"Jul 22, 2016","","Antonov AN-32","Bay of Bengal, All World",29,"K2743"
"Jul 20, 2016","Joy General Aviation","Cessna 208B Grand Caravan","Jinshan, Shanghai",5,"B-10FW"
"Jul 15, 2016","","De Havilland DHC-2 Beaver","Elwyn Creek, British Columbia",1,"C-GWDW"
"Jul 11, 2016","","Lockheed C-130 Hercules","Montijo AFB, Estremadura - Lisbon District",3,"16804"
"Jul 1, 2016","","Ilyushin II-76","Uyan, Irkutsk oblast",10,"RA-76840"
"Jun 30, 2016","Kamyshinskaya Airlines","PZL-Mielec AN-2","Novopokrovskoye, Saratov oblast",2,"RA-33462"
"Jun 26, 2016","","Canadair CL-215","Dervenochoria, Central Greece / Στερεά Ελλάδα",0,"1111"
"Jun 26, 2016","","PZL-Mielec AN-2","Bereke, Almaty Province",1,"UP-A0273"
"Jun 19, 2016","","Pilatus PC-6 (Porter & Turbo Porter)","Ferreira do Alentejo, Baixo Alentejo",1,"D-FSCB"
"Jun 17, 2016","DIO Air","Cessna 207 Skywagon/Stationair","Goodnews Bay, Alaska",0,"N91170"
"Jun 16, 2016","","Piper PA-31-310 Navajo","State College, Pennsylvania",2,"N3591P"
"Jun 16, 2016","","Casa 212 Aviocar","Bạch Long Vĩ Island, Hải Phòng City District",9,"8983"
"Jun 14, 2016","","Cessna 208B Grand Caravan","Lolat, Special Region of Papua",0,"PK-RCK"
"Jun 14, 2016","","Antonov AN-32","Bor, Jonglei (جونقلي)",0,"EK-32120"
"Jun 11, 2016","","Pilatus PC-6 (Porter & Turbo Porter)","Marina di Cecina, Tuscany",2,"S5-CMB"
"May 31, 2016","","Rockwell Aero Commander 700","Beaverdell, British Columbia",0,"C-GBCM"
"May 31, 2016","","Piaggio P.1HH HammerHead","Trapani, Sicily",0,"CPX621"
"May 19, 2016","","Airbus A320","Mediterranean Sea, All World",66,"SU-GCC"
"May 18, 2016","","Boeing B-52 Stratofortress","Andersen AFB, All Guam Island",0,"60-0047"
"May 18, 2016","","Antonov AN-12","Camp Dwyer AFB, Helmand",7,"4K-AZ25"
"May 12, 2016","Flanagan Enterprises - USA","Cessna 208B Grand Caravan","Lodi, California",0,"N1114A"
"May 10, 2016","","De Havilland DHC-2 Beaver","Lumby, British Columbia",0,"C-FMPV"
"May 5, 2016","","Convair CV-580","Manning, Alberta",0,"C-FEKF"
"Apr 30, 2016","","Antonov AN-26","El Obeid, North Kurdufan (شمال كردفان)",5,"-"
"Apr 26, 2016","","Cessna 421B Golden Eagle II","Foley, Alabama",0,"N3372Q"
"Apr 19, 2016","","Beechcraft 90 King Air","Slidell, Louisiana",2,"N7MC"
"Apr 14, 2016","","PZL-Mielec AN-2","Maryevka, Samara oblast",1,"-"
"Apr 13, 2016","","Britten-Norman Islander","Kiunga, Western (Fly)",12,"P2-SBC"
"Apr 9, 2016","","Rockwell Grand Commander 690","Hare, Texas",2,"N690TH"
"Apr 6, 2016","","BAe 125","Kanoya AFB, Kyūshū",6,"49-3043"
"Apr 6, 2016","","Douglas DC-3","Puerto Gaitán, Casanare",0,"HK-2663"
"Apr 4, 2016","","ATR42-600","Jakarta-Perdanakusuma, City District of Jakarta",0,"PK-TNJ"
"Apr 3, 2016","Technoservis-A","PZL-Mielec AN-2","Aksarino, Republic of Tatarstan",0,"RA-54828"
"Mar 29, 2016","","Mitsubishi MU-2 Marquise","Le Havre-aux-Maisons (Magdalen Islands), Quebec",7,"N246W"
"Mar 29, 2016","","Antonov AN-26","Rostov-on-Don, Rostov oblast",0,"09 blue"
"Mar 19, 2016","","Comp Air CA-9","Campo de Marte AFB (São Paulo), São Paulo",7,"PR-ZRA"
"Mar 19, 2016","","Boeing 737-800","Rostov-on-Don, Rostov oblast",62,"A6-FDN"
"Mar 18, 2016","Geopetros Geovani Petroleo e Derivados","Beechcraft 90 King Air","Oeiras, Piauí",0,"PP-JBL"
"Mar 16, 2016","","Cessna 208B Grand Caravan","Hawijah, Kirkuk (كركوك)",3,"YI-119"
"Mar 15, 2016","","IAI Arava 201","Fátima, Pastaza",22,"E-206"
"Mar 9, 2016","True Aviation","Antonov AN-26","Cox's Bazar, Chittagong",3,"S2-AGZ"
"Mar 3, 2016","","Cessna 208 Caravan","Langebaanweg AFB, Western Cape",0,"3004"
"Feb 26, 2016","","PAC 750XL - Pacific Aerospace Corporation","Chilkhaya, Karnali",2,"9N-AJB"
"Feb 26, 2016","","Casa-Nurtanio CN235 (IPTN)","Kuala Selangor, Selangor",0,"M44-07"
"Feb 24, 2016","","De Havilland DHC-6 Twin Otter","Dana, Dhawalagiri",23,"9N-AHH"
"Feb 10, 2016","","Beechcraft 1900D","Naypyidaw, Mandalay Region",5,"4601"
"Feb 6, 2016","Light Air","PZL-Mielec AN-2","Gai, Orenburg oblast",3,"RA-40204"
"Feb 1, 2016","","Socata TBM-900","Florianópolis, Santa Catarina",2,"PP-LIG"
"Jan 30, 2016","Habari Inc.","Rockwell Sabreliner 75","Santiago de Querétaro, Querétaro",0,"N380CF"
"Jan 29, 2016","","Cessna 425 Conquest","Windhoek-Hosea Kutako, Khomas Region",3,"V5-MJW"
"Jan 28, 2016","","McDonnell Douglas MD-83","Mashhad, Razavi Khorasan",0,"EP-ZAB"
"Jan 28, 2016","","Cessna 208 Caravan","Whitsunday Island, Queensland",0,"VH-WTY"
"Jan 18, 2016","","Cessna 525 CJ1","Cedar Fort, Utah",2,"N711BX"
"Jan 8, 2016","","Canadair RegionalJet CRJ-200","Akkajaure Lake, Norrbotten",2,"SE-DUX"
"Jan 6, 2016","Upper Deck Holdings Inc.","Pilatus PC-12","Savannah, Georgia",0,"N978AF"
"Jan 3, 2016","","Beechcraft 90 King Air","Paraty, Rio de Janeiro",2,"PP-LMM"
"Jan 2, 2016","","Cessna 208B Grand Caravan","Anaktuvuk Pass, Alaska",0,"N540ME"
"Dec 24, 2015","North Mississippi Pulmonology Clinic","Piper PA-46 Malibu Meridian (Malibu Mirage)","Corinth-Roscoe Turner, Mississippi",0,"N891CR"
"Dec 23, 2015","","Hawker 400","Telluride, Colorado",0,"XA-MEX"
"Dec 22, 2015","","Beechcraft 200 Super King Air","New Delhi, National Capital Territory of Delhi",10,"VT-BSA"
"Dec 11, 2015","","Cessna 208B Grand Caravan","Pickle Lake, Ontario",1,"C-FKDL"
"Dec 10, 2015","Airsea Charters","Piper PA-46 Malibu Meridian (Malibu Mirage)","Omaha, Nebraska",1,"N145JR"
"Dec 7, 2015","Dixco Transport","Eclipse EA500","Swellendam, Western Cape",1,"ZS-DKS"
"Nov 26, 2015","","Boeing 737-300","Mexico City, Federal District of Mexico City",0,"XA-UNM"
"Nov 22, 2015","","Boeing 737-300","Osh, Osh City",0,"EX-37005"
"Nov 17, 2015","","Cessna 402","Acandí, Chocó",2,"HK-4981-G"
"Nov 10, 2015","","BAe 125","Akron, Ohio",9,"N237WR"
"Nov 10, 2015","","Cessna 650 Citation VII","Guarda-Mor, Minas Gerais",4,"PT-WQH"
"Nov 10, 2015","","Hawker Siddeley HS.780 Andover C.1","Malakal, Upper Nile (أعالي النيل)",0,"TL-AEW"
"Nov 9, 2015","Legal Airways","Cessna 441 Conquest","Climax, Georgia",2,"N164GP"
"Nov 4, 2015","Allied Services Limited","Antonov AN-12","Juba, Central Equatoria (الاستوائية الوسطى)",41,"EY-406"
"Nov 3, 2015","","Boeing 737-400","Lahore, Punjab (پنجاب)",0,"AP-BJO"
"Nov 2, 2015","","Grumman G-159 Gulfstream I","Kinshasa-N'Djili, Kinshasa City Province",0,"9Q-CNP"
"Nov 2, 2015","","Fokker F27 Friendship","Koussané, Kayes",0,"6W-STF"
"Oct 31, 2015","","Airbus A321","Hasna, North Sinai",224,"EI-ETJ"
"Oct 29, 2015","","Boeing 767-200","Fort Lauderdale-Hollywood, Florida",0,"N251MY"
"Oct 28, 2015","","Pilatus PC-6 (Porter & Turbo Porter)","Buenos Aires, Buenos Aires City",2,"GN-804"
"Oct 26, 2015","","Piper PA-31-350 Navajo Chieftain","Weston, Florida",0,"N55GK"
"Oct 22, 2015","","Learjet 31","La Tinaja, Guanajuato",4,"XB-GYB"
"Oct 19, 2015","Top Air (Argentina)","Learjet 35","San Fernando de Apure, Buenos Aires province",0,"LV-ZSZ"
"Oct 16, 2015","Chapman Corporate Air Services","Cessna 207 Skywagon/Stationair","Taylor, British Columbia",2,"C-GNVZ"
"Oct 15, 2015","","Comp Air CA-8","Ray, Michigan",0,"N224MS"
"Oct 14, 2015","SD Management","Cessna 421B Golden Eagle II","Hammond-Northshore, Louisiana",2,"N33FA"
"Oct 14, 2015","","Cessna 208B Grand Caravan","Yumbillo, Valle del Cauca",3,"PR-MIC"
"Oct 12, 2015","","Cessna 208B Grand Caravan","Bamyan, Bamyan",2,"YA22382"
"Oct 12, 2015","","Airbus A300","Afgooye, Shabeellaha Hoose (شبيلي السفلى)",0,"SU-BMZ"
"Oct 6, 2015","","BAe 146","Tamale, Northern",0,"9G-SBB"
"Oct 3, 2015","","Beechcraft 200 Super King Air","Stapleford, Essex",2,"G-BYCP"
"Oct 2, 2015","","De Havilland DHC-6 Twin Otter","Mt Latimojong, South Sulawesi",10,"PK-BRM"
"Oct 3, 2015","","Piper PA-31-310 Navajo","Bogotá-Guaymaral, Bogotá Capital District",2,"HK-3909G"
"Oct 2, 2015","","Piper PA-31-310 Navajo","Veracruz, Rivas",1,"C-GCMD"
"Oct 2, 2015","","De Havilland DHC-6 Twin Otter","Dubai-Palm Jumeirah, Dubai",0,"DU-SD4"
"Oct 2, 2015","","Lockheed C-130 Hercules","Jalalabad, Nangarhar",13,"08-3174"
"Sep 30, 2015","","De Havilland Dash-8-400","Saarbrücken, Saarland",0,"LX-LGH"
"Sep 25, 2015","","Curtiss C-46 Commando","Déline, Northwest Territories",0,"C-GTXW"
"Sep 24, 2015","","Cessna 421B Golden Eagle II","Ozren, Republika Srpska",1,"YU-BSW"
"Sep 21, 2015","","Rockwell Aero Commander 680","Boise, Idaho",0,"N222JS"
"Sep 16, 2015","Yenisei","PZL-Mielec AN-2","Bratsk, Irkutsk oblast",0,"RA-35141"
"Sep 15, 2015","","Piper PA-31-350 Navajo Chieftain","Thompson, Manitoba",0,"C-FXLO"
"Sep 15, 2015","","De Havilland DHC-3 Otter","Iliamna, Alaska",3,"N928RK"
"Sep 11, 2015","Heliblack","Piper PA-60 Aerostar (Ted Smith 600)","San Pedro de los Milagros, Antioquia",2,"N164HH"
"Sep 8, 2015","","Boeing 777-200","Las Vegas, Nevada",0,"G-VIIO"
"Sep 6, 2015","","De Havilland DHC-6 Twin Otter","Franklin, North Carolina",0,"N181CS"
"Sep 5, 2015","","BAe 125","Atlantic Ocean, All World",7,"6V-AIM"
"Aug 29, 2015","","Technoavia SM-92 Turbo Finist","Casale Monferrato, Piedmont",0,"HA-YDJ"
"Aug 29, 2015","","Dornier DO228","Kaduna, Kaduna",7,"NAF030"
"Aug 26, 2015","","Cessna 550 Citation II","Charallave, Miranda",0,"YV3125"
"Aug 23, 2015","","De Havilland DHC-2 Beaver","Les Bergeronnes, Quebec",6,"C-FKRJ"
"Aug 20, 2015","","Let 410UVP","Vršatec, Trenčín Region",3,"OM-SAB"
"Aug 20, 2015","","Let 410UVP","Vršatec, Trenčín Region",4,"OM-ODQ"
"Aug 16, 2015","","ATR42-300","Oksibil, Special Region of Papua",54,"PK-YRN"
"Aug 16, 2015","","Cessna 441 Conquest","Cape Town, Western Cape",5,"V5-NRS"
"Aug 16, 2015","","Rockwell Sabreliner 60","San Diego, California",4,"N442RM"
"Aug 12, 2015","","PAC 750XL - Pacific Aerospace Corporation","Ninia, Special Region of Papua",1,"PK-KIG"
"Aug 12, 2015","","Cessna 208B Grand Caravan","Juancho E. Yrausquin (Saba Island), Dutch Antilles",0,"N924FE"
"Aug 9, 2015","","Cessna 421B Golden Eagle II","Clovis, New Mexico",0,"N726JB"
"Aug 9, 2015","","De Havilland DHC-2 Beaver","Barkárdal, Northeastern Region (Norðurland eystra)",1,"N610LC"
"Aug 8, 2015","","Cessna 402","Cajicá, Cundinamarca",3,"HK-4990"
"Aug 1, 2015","Fitoplant 2007","PZL-Mielec AN-2","Stăncuța, Brăila",1,"YR-PEG"
"Aug 1, 2015","Absher Air","Beechcraft 90 King Air","Georgetown, Kentucky",0,"N257CQ"
"Jul 31, 2015","Salem Aviation (Saudi Arabia)","Embraer EMB-505 Phenom 300","Blackbushe, Hampshire",4,"HZ-IBN"
"Jul 31, 2015","","Casa-Nurtanio CN235 (IPTN)","Agustín Codazzi, Cesar",11,"FAC1261"
"Jul 29, 2015","","Socata TBM-700","Milwaukee-Lawrence J. Timmerman, Wisconsin",2,"N425KJ"
"Jul 27, 2015","","Embraer EMB-110 Bandeirante","Lagoa Santa (Belo Horizonte), Minas Gerais",0,"2326"
"Jul 24, 2015","","ATR72-200","Yangon, Yangon Region",0,"XY-AIH"
"Jul 17, 2015","","Cessna 207 Skywagon/Stationair","Point Howard, Alaska",1,"N62AK"
"Jul 14, 2015","","Tupolev TU-95","Litovko, Khabarovsk Krai",2,"RF-94204"
"Jul 7, 2015","","Cessna 208B Grand Caravan","Dubai-Skydive Campus, Dubai",0,"DU-SD1"
"Jul 6, 2015","Viridian","Quest Kodiak 100","Pskov AFB, Pskov oblast",0,"N642RM"
"Jul 2, 2015","","De Havilland DHC-6 Twin Otter","Kuredu Island, North Central Province",0,"8Q-MAN"
"Jun 30, 2015","","Lockheed C-130 Hercules","Medan-Soewondo AFB, North Sumatra",142,"A-1310"
"Jun 25, 2015","","De Havilland DHC-3 Otter","Ella Lake, Alaska",9,"N270PA"
"Jun 25, 2015","","Antonov AN-2","Okcheon, North Chungcheong (충청북도)",0,"HL1090"
"Jun 20, 2015","","Cessna 303 Crusader","Nuquí, Chocó",1,"HK-4677-G"
"Jun 16, 2015","","Boeing 737-300","Aktau, Mangystau",0,"LY-FLB"
"Jun 15, 2015","Vodoley","PZL-Mielec AN-2","Rostov-on-Don, Rostov oblast",0,"RA-84553"
"Jun 8, 2015","","Dornier DO228","Karaikal, Tamil Nadu",3,"CG761"
"Jun 8, 2015","","Tupolev TU-95","Ukrainka AFB, Amur oblast",1,"RF-94181"
"Jun 7, 2015","","Beechcraft 90 King Air","Belo Horizonte, Minas Gerais",3,"PR-AVG"
"Jun 2, 2015","","Swearingen SA226 Metro II","Santiago de Querétaro, Querétaro",5,"XA-UKP"
"May 30, 2015","","Cessna 207 Skywagon/Stationair","Bethel, Alaska",1,"N1653U"
"May 24, 2015","","Embraer EMB-820 Navajo","Ricaurte, Cojedes",2,"PT-RCN"
"May 21, 2015","","Cessna 421 Golden Eagle","Monterrey-Del Norte, Nuevo León",0,"XB-MTC"
"May 20, 2015","Unknown","Hawker 800XP","Puerto Colombia, Atlántico",4,"-"
"May 18, 2015","","PZL-Mielec AN-2","Sanamer, Stavropol Krai",0,"RA-56528"
"May 19, 2015","","Cessna 208 Caravan","Mandeng, Upper Nile (أعالي النيل)",0,"5Y-NKV"
"May 16, 2015","","PZL-Mielec AN-2","Baltic Sea, All World",2,"LY-AET"
"May 10, 2015","","Xian MA60","Fuzhou, Fujian",0,"B-3476"
"May 10, 2015","","PZL-Mielec AN-2","Azov, Rostov oblast",0,"RF-01159"
"May 9, 2015","","Airbus A400M","Seville, Andalusia",4,"EC-403"
"May 7, 2015","","Piper PA-46 Malibu Meridian (Malibu Mirage)","Spokane-Felts Field, Washington",2,"N962DA"
"Apr 28, 2015","","Shin Meiwa US-2","Inarizaki, Shikoku",0,"9905"
"Apr 25, 2015","","Airbus A320","Istanbul-Atatürk, Marmara Region (Marmara Bölgesi)",0,"TC-JPE"
"Apr 25, 2015","Servicio Autónomo de Transporte Aéreo - SATA","Beechcraft 200 Super King Air","Maracaibo, Zulia",0,"YV2803"
"Apr 14, 2015","","Airbus A320","Hiroshima, Chūgoku",0,"HL7762"
"Apr 13, 2015","","Swearingen SA226 Metro II","Mount Seymour, British Columbia",2,"C-GSKC"
"Apr 12, 2015","","Piper PA-31 Cheyenne","Fort Lauderdale-Hollywood, Florida",4,"N119RL"
"Apr 7, 2015","Make it Happen Aviation","Cessna 414 Chancellor","Bloomington, Illinois",7,"N789UP"
"Apr 3, 2015","FMBZ A. I. Burnazyan (Federal Medical Biophysical Center)","Antonov AN-74","Barneo, All Russia",0,"RA-74056"
"Mar 29, 2015","","Airbus A320","Halifax-Stanfield, Nova Scotia",0,"C-FTJP"
"Mar 25, 2015","Agrotekhservice","PZL-Mielec AN-2","Promin, Volyn Oblast",2,"UR-62681"
"Mar 24, 2015","","Airbus A320","Prads-Haute-Bléone, Alpes-de-Haute-Provence",150,"D-AIPX"
"Mar 24, 2015","","Cessna 208B Grand Caravan","Verdigris, Oklahoma",0,"N106BZ"
"Mar 24, 2015","","Dornier DO228","Dabolim, Goa",2,"IN-240"
"Mar 19, 2015","Taxi Aéreo Aviajet","Beechcraft 90 King Air","Punta del Este, Maldonado",10,"LV-CEO"
"Mar 5, 2015","","Let 410UVP","Ancona, Marche",0,"E7-WDT"
"Mar 5, 2015","","McDonnell Douglas MD-88","New York-LaGuardia, New York",0,"N909DL"
"Mar 4, 2015","","Airbus A330","Kathmandu, Bagmati",0,"TC-JOC"
"Mar 4, 2015","","BAe ATP","Wamena, Special Region of Papua",0,"PK-DGB"
"Mar 1, 2015","Six Hundred NP","Canadair CL-601 Challenger","Marco Island, Florida",0,"N600NP"
"Feb 22, 2015","","Piper PA-46 Malibu Meridian (Malibu Mirage)","Spokane-Felts Field, Washington",1,"C-GVZW"
"Feb 14, 2015","","Antonov AN-32","Malanje, Malanje",0,"T-256"
"Feb 11, 2015","Aero Panamericano","Beechcraft 1900C","Miami-Executive (Kendall-Tamiami), Florida",4,"YV1674"
"Feb 4, 2015","","ATR72-600","Taipei-Songshan, Taipei City (臺北市)",43,"B-22816"
"Feb 4, 2015","Del Air Enterprises II","Cessna 441 Conquest","Denton, Texas",1,"N441TG"
"Jan 29, 2015","Dinama Aircorp","Canadair CL-601 Challenger","Oranjestad, Dutch Antilles",3,"N214FW"
"Jan 20, 2015","Olimp Air","PZL-Mielec AN-2","Shatyrkul, Jambyl",6,"UP-A0314"
"Jan 18, 2015","","Antonov AN-26","Abu Adh Dhuhur, Idlib Governorate (مُحافظة ادلب‎)",30,"YK-AND"
"Jan 17, 2015","Challenger Aero Corporation Metro Manila","Canadair Global Express","Tacloban, Leyte",0,"RP-C9363"
"Jan 16, 2015","","Britten-Norman Islander","Los Roques, Los Roques Federal Dependencies",0,"YV2238"
"Jan 10, 2015","","Boeing 737-400","Accra, Greater Accra",0,"ET-AQV"
"Jan 7, 2015","","PAC 750XL - Pacific Aerospace Corporation","Taupo, Waikato Regional Council",0,"ZK-SDT"
"Jan 3, 2015","","Antonov AN-26","Magadan, Magadan oblast",0,"RA-26082"
"Jan 2, 2015","","Saab 340","Stornoway, Hebrides Islands",0,"G-LGNL"
"Dec 30, 2014","","Cessna 404 Titan","Denver-Centennial, Colorado",1,"N404MG"
"Dec 28, 2014","","Airbus A320","Java Sea, All Indonesia",162,"PK-AXC"
"Dec 28, 2014","","Britten-Norman Islander","Mahdia, Potaro-Siparuni",2,"8R-GHE"
"Dec 28, 2014","","Antonov AN-26","Uvira, Sud-Kivu",6,"4L-AFS"
"Dec 24, 2014","","Cessna 207 Skywagon/Stationair","Piedecuesta, Santander",7,"HK-4892"
"Dec 23, 2014","","Partenavia P.68","La Bonanza, Miranda",1,"YV1706"
"Dec 19, 2014","T-Air","Learjet 25","Champotón, Campeche",2,"N265TW"
"Dec 12, 2014","","Antonov AN-32","Hokandara, Western Province (மேல் மாகாணம்)",5,"SCM-864"
"Dec 12, 2014","","Antonov AN-26","Obo, Haut-Mbomou",0,"UP-AN608"
"Dec 8, 2014","Sage Aviation","Embraer EMB-500 Phenom 100","Gaithersburg, Maryland",6,"N100EQ"
"Dec 3, 2014","","Piper PA-31-350 Navajo Chieftain","Mariquita, Tolima",10,"HK-4464"
"Dec 2, 2014","","Piper PA-31-350 Navajo Chieftain","Nassau, New Providence",1,"C6-REV"
"Nov 27, 2014","","Lockheed C-130 Hercules","Teniente Rodolfo Marsh (King George Island), All Antarctica",0,"2470"
"Nov 23, 2014","","Rockwell Aero Commander 500","McDade, Texas",1,"N14AV"
"Nov 21, 2014","","Embraer EMB-500 Phenom 100","Houston-Sugar Land, Texas",0,"N584JS"
"Nov 20, 2014","","Cessna 207 Skywagon/Stationair","Lima, Lima",3,"PNP-248"
"Nov 20, 2014","","Cessna 208B Grand Caravan","Great Slave Lake, Northwest Territories",0,"C-FKAY"
"Nov 18, 2014","","Rockwell Aero Commander 500","Chicago-Midway, Illinois",1,"N30MB"
"Nov 17, 2014","Heartland Air","Cessna 401","Fulton, Missouri",0,"N401ME"
"Nov 14, 2014","","Fletcher FU-24","Ohai, Southland Regional Council",0,"ZK-EMN"
"Nov 14, 2014","Global Airlift","Avro 748","Panyagor, Jonglei (جونقلي)",2,"5Y-BVQ"
"Nov 14, 2014","","Piper PA-31-350 Navajo Chieftain","Hidalgo, Tamaulipas",6,"XB-ZAX"
"Nov 9, 2014","Diplomatic Aviation","Learjet 35","Freeport, West Grand Bahama",9,"N17UF"
"Oct 30, 2014","","Beechcraft 200 Super King Air","Wichita, Kansas",4,"N52SZ"
"Oct 29, 2014","","Short 360","Sint Maarten, Dutch Antilles",2,"N380MQ"
"Oct 25, 2014","Biega Airways","Let 410UVP","Shabunda, Sud-Kivu",0,"9Q-COT"
"Oct 20, 2014","","Dassault Falcon 50","Moscow-Vnukovo, Moscow oblast",4,"F-GLSA"
"Oct 12, 2014","","BAe Jetstream 31","Punta Cana, La Altagracia",0,"HI816"
"Oct 12, 2014","IRIPA - Islamic Republic of Iran Police Aviation","Rockwell Grand Commander 690","Zahedan, Sistan and Baluchestan",7,"1405"
"Oct 10, 2014","","Rockwell Gulfstream 690C Jetprop 840","Los Roques, Los Roques Federal Dependencies",0,"YV1315"
"Sep 20, 2014","","Antonov AN-32","Chandigarh, Chandigarh",0,"K2757"
"Sep 21, 2014","","Lockheed C-130 Hercules","Kawm Ushim, Faiyum",6,"-"
"Sep 20, 2014","","De Havilland DHC-6 Twin Otter","Port Moresby, National Capital District",4,"P2-KSF"
"Sep 14, 2014","Tango Jet","Beechcraft 300 Super King Air","Buenos Aires, Buenos Aires City",2,"LV-WLT"
"Sep 6, 2014","","Fokker 50","Mogadishu, Banaadir (بنادر‎)",0,"5Y-BYE"
"Sep 6, 2014","Láser de Aviacíon","Piper PA-31-350 Navajo Chieftain","Araracuara, Caquetá",10,"HK-4755"
"Sep 5, 2014","","Socata TBM-900","Port Antonio, Portland",2,"N900KN"
"Aug 31, 2014","Safari Express Cargo","Fokker F27 Friendship","Kogatende, Mara Region",3,"5Y-SXP"
"Aug 30, 2014","","Antonov AN-12","Tamanrasset, Tamanghasset",7,"UR-DWF"
"Aug 27, 2014","","Cessna 421C Golden Eagle III","Las Cruces, New Mexico",4,"N51RX"
"Aug 23, 2014","Doren Air Congo","Let 410UVP","Mulume Munene, Sud-Kivu",4,"9Q-CXB"
"Aug 16, 2014","","Piper PA-31-310 Navajo","Grand Manan Islands, New Brunswick",2,"C-GKWE"
"Aug 15, 2014","Lawrence R. Liptack","Cessna 414 Chancellor","Bowie, Texas",2,"N127BC"
"Aug 13, 2014","","Cessna 560XLS Citation Excel","Santos, São Paulo",7,"PR-AFA"
"Aug 10, 2014","","HESA IrAn-140-100","Tehran, Tehran City District",39,"EP-GPA"
"Aug 6, 2014","","Socata TBM-700","Saint-Jean-les-Deux-Jumeaux, Seine-et-Marne",3,"N129AG"
"Aug 6, 2014","Yugavia","PZL-Mielec AN-2","Prototskiye, Krasnodar Krai",0,"RA-17890"
"Jul 28, 2014","","Embraer EMB-110 Bandeirante","Foz do Iguaçu, Paraná",0,"PT-TAW"
"Jul 24, 2014","","McDonnell Douglas MD-83","Gossi, Tombouctou",116,"EC-LTV"
"Jul 23, 2014","","ATR72-500","Makung, Penghu County (澎湖縣)",48,"B-22810"
"Jul 22, 2014","","Lockheed C-130 Hercules","Herat, Herat",0,"MM62190"
"Jul 19, 2014","Niugini Aviation Services","PAC 750XL - Pacific Aerospace Corporation","Gulgubip, Western (Fly)",0,"P2-RNB"
"Jul 17, 2014","","Boeing 777-200","Shakhtarsk, Donetsk Oblast",298,"9M-MRD"
"Jul 14, 2014","","Antonov AN-26","Donetsk, Donetsk Oblast",2,"19 blue"
"Jul 11, 2014","","De Havilland DHC-2 Beaver","Saint John Harbour, British Columbia",0,"C-FFRL"
"Jul 6, 2014","Domestic Airways","Britten-Norman Islander","Monkey Mountain, Potaro-Siparuni",0,"8R-GGY"
"Jul 6, 2014","International Trans Air Business","Britten-Norman Islander","Chirundu, Southern",0,"9Q-CYA"
